exp_paper,subject,block,repetition,graph
Exp3,11,9,1,4
Exp3,11,10,1,49
Exp3,11,11,1,39
Exp3,11,12,1,64
Exp3,12,1,1,1
Exp3,12,2,1,2
Exp3,12,3,1,6
Exp3,12,4,1,49
Exp3,12,5,1,11
Exp3,12,6,1,9
Exp3,12,7,1,37
Exp3,12,8,1,10
Exp3,12,9,1,15
Exp3,12,10,1,35
Exp3,12,11,1,37
Exp3,12,12,1,12
Exp3,13,1,1,1
Exp3,13,2,1,2
Exp3,13,3,1,2
Exp3,13,4,1,37
Exp3,13,5,1,37
Exp3,13,6,1,37
Exp3,13,7,1,1
Exp3,13,8,1,21
Exp3,13,9,1,4
Exp3,13,10,1,2
Exp3,13,11,1,12
Exp3,13,12,1,12
Exp3,14,1,1,1
Exp3,14,2,1,2
Exp3,14,3,1,6
Exp3,14,4,1,53
Exp3,14,5,1,11
Exp3,14,6,1,15
Exp3,14,7,1,38
Exp3,14,8,1,10
Exp3,14,9,1,16
Exp3,14,10,1,35
Exp3,14,11,1,39
Exp3,14,12,1,64
Exp3,15,1,1,1
Exp3,15,2,1,2
Exp3,15,3,1,6
Exp3,15,4,1,49
Exp3,15,5,1,11
Exp3,15,6,1,14
Exp3,15,7,1,14
Exp3,15,8,1,14
Exp3,15,9,1,16
Exp3,15,10,1,49
Exp3,15,11,1,15
Exp3,15,12,1,64
Exp3,16,1,1,1
Exp3,16,2,1,2
Exp3,16,3,1,2
Exp3,16,4,1,33
Exp3,16,5,1,11
Exp3,16,6,1,13
Exp3,16,7,1,4
Exp3,16,8,1,13
Exp3,16,9,1,1
Exp3,16,10,1,35
Exp3,16,11,1,10
Exp3,16,12,1,21
Exp3,17,1,1,1
Exp3,17,2,1,6
Exp3,17,3,1,6
Exp3,17,4,1,49
Exp3,17,5,1,51
Exp3,17,6,1,37
Exp3,17,7,1,14
Exp3,17,8,1,13
Exp3,17,9,1,8
Exp3,17,10,1,43
Exp3,17,11,1,53
Exp3,17,12,1,39
Exp3,18,1,1,1
Exp3,18,2,1,2
Exp3,18,3,1,6
Exp3,18,4,1,49
Exp3,18,5,1,11
Exp3,18,6,1,13
Exp3,18,7,1,14
Exp3,18,8,1,13
Exp3,18,9,1,16
Exp3,18,10,1,16
Exp3,18,11,1,26
Exp3,18,12,1,16
Exp3,19,1,1,1
Exp3,19,2,1,2
Exp3,19,3,1,6
Exp3,19,4,1,49
Exp3,19,5,1,11
Exp3,19,6,1,12
Exp3,19,7,1,38
Exp3,19,8,1,13
Exp3,19,9,1,16
Exp3,19,10,1,59
Exp3,19,11,1,53
Exp3,19,12,1,22
Exp3,20,1,1,1
Exp3,20,2,1,2
Exp3,20,3,1,6
Exp3,20,4,1,49
Exp3,20,5,1,11
Exp3,20,6,1,10
Exp3,20,7,1,38
Exp3,20,8,1,16
Exp3,20,9,1,16
Exp3,20,10,1,59
Exp3,20,11,1,64
Exp3,20,12,1,64
Exp3,21,1,1,1
Exp3,21,2,1,2
Exp3,21,3,1,6
Exp3,21,4,1,35
Exp3,21,5,1,11
Exp3,21,6,1,47
Exp3,21,7,1,14
Exp3,21,8,1,40
Exp3,21,9,1,12
Exp3,21,10,1,49
Exp3,21,11,1,36
Exp3,21,12,1,62
Exp3,22,1,1,1
Exp3,22,2,1,2
Exp3,22,3,1,6
Exp3,22,4,1,49
Exp3,22,5,1,11
Exp3,22,6,1,10
Exp3,22,7,1,38
Exp3,22,8,1,14
Exp3,22,9,1,15
Exp3,22,10,1,39
Exp3,22,11,1,39
Exp3,22,12,1,64
Exp3,23,1,1,1
Exp3,23,2,1,2
Exp3,23,3,1,2
Exp3,23,4,1,25
Exp3,23,5,1,64
Exp3,23,6,1,25
Exp3,23,7,1,10
Exp3,23,8,1,15
Exp3,23,9,1,29
Exp3,23,10,1,35
Exp3,23,11,1,12
Exp3,23,12,1,15
Exp3,24,1,1,55
Exp3,24,2,1,59
Exp3,24,3,1,10
Exp3,24,4,1,24
Exp3,24,5,1,59
Exp3,24,6,1,46
Exp3,24,7,1,56
Exp3,24,8,1,32
Exp3,24,9,1,24
Exp3,24,10,1,43
Exp3,24,11,1,58
Exp3,24,12,1,62
Exp3,25,1,1,1
Exp3,25,2,1,6
Exp3,25,3,1,6
Exp3,25,4,1,25
Exp3,25,5,1,11
Exp3,25,6,1,10
Exp3,25,7,1,14
Exp3,25,8,1,13
Exp3,25,9,1,29
Exp3,25,10,1,53
Exp3,25,11,1,58
Exp3,25,12,1,64
Exp3,26,1,1,1
Exp3,26,2,1,6
Exp3,26,3,1,2
Exp3,26,4,1,35
Exp3,26,5,1,51
Exp3,26,6,1,50
Exp3,26,7,1,13
Exp3,26,8,1,54
Exp3,26,9,1,13
Exp3,26,10,1,64
Exp3,26,11,1,64
Exp3,26,12,1,64
Exp3,27,1,1,6
Exp3,27,2,1,6
Exp3,27,3,1,6
Exp3,27,4,1,11
Exp3,27,5,1,49
Exp3,27,6,1,13
Exp3,27,7,1,45
Exp3,27,8,1,43
Exp3,27,9,1,24
Exp3,27,10,1,14
Exp3,27,11,1,16
Exp3,27,12,1,49
Exp3,28,1,1,1
Exp3,28,2,1,6
Exp3,28,3,1,6
Exp3,28,4,1,59
Exp3,28,5,1,29
Exp3,28,6,1,54
Exp3,28,7,1,14
Exp3,28,8,1,46
Exp3,28,9,1,64
Exp3,28,10,1,55
Exp3,28,11,1,47
Exp3,28,12,1,30
Exp3,29,1,1,1
Exp3,29,2,1,2
Exp3,29,3,1,6
Exp3,29,4,1,49
Exp3,29,5,1,11
Exp3,29,6,1,10
Exp3,29,7,1,38
Exp3,29,8,1,14
Exp3,29,9,1,16
Exp3,29,10,1,59
Exp3,29,11,1,26
Exp3,29,12,1,64
Exp4,1,1,1,1
Exp4,1,2,1,1
Exp4,1,3,1,64
Exp4,1,4,1,26
Exp4,1,5,1,25
Exp4,1,6,1,29
Exp4,1,7,1,49
Exp4,1,8,1,49
Exp4,2,1,1,4
Exp4,2,2,1,53
Exp4,2,3,1,1
Exp4,2,4,1,4
Exp4,2,5,1,4
Exp4,2,6,1,7
Exp4,2,7,1,57
Exp4,2,8,1,46
Exp4,3,1,1,47
Exp4,3,2,1,42
Exp4,3,3,1,22
Exp4,3,4,1,60
Exp4,3,5,1,58
Exp4,3,6,1,12
Exp4,3,7,1,50
Exp4,3,8,1,30
Exp4,4,1,1,3
Exp4,4,2,1,13
Exp4,4,3,1,26
Exp4,4,4,1,7
Exp4,4,5,1,9
Exp4,4,6,1,13
Exp4,4,7,1,64
Exp4,4,8,1,64
Exp4,5,1,1,26
Exp4,5,2,1,54
Exp4,5,3,1,22
Exp4,5,4,1,38
Exp4,5,5,1,27
Exp4,5,6,1,44
Exp4,5,7,1,59
Exp4,5,8,1,64
Exp4,6,1,1,1
Exp4,6,2,1,1
Exp4,6,3,1,1
Exp4,6,4,1,1
Exp4,6,5,1,28
Exp4,6,6,1,1
Exp4,6,7,1,17
Exp4,6,8,1,23
Exp4,7,1,1,31
Exp4,7,2,1,14
Exp4,7,3,1,16
Exp4,7,4,1,54
Exp4,7,5,1,59
Exp4,7,6,1,50
Exp4,7,7,1,43
Exp4,7,8,1,44
Exp4,8,1,1,64
Exp4,8,2,1,4
Exp4,8,3,1,6
Exp4,8,4,1,50
Exp4,8,5,1,25
Exp4,8,6,1,12
Exp4,8,7,1,19
Exp4,8,8,1,16
Exp4,9,1,1,20
Exp4,9,2,1,14
Exp4,9,3,1,21
Exp4,9,4,1,23
Exp4,9,5,1,27
Exp4,9,6,1,45
Exp4,9,7,1,41
Exp4,9,8,1,52
Exp4,10,1,1,1
Exp4,10,2,1,34
Exp4,10,3,1,6
Exp4,10,4,1,50
Exp4,10,5,1,11
Exp4,10,6,1,33
Exp4,10,7,1,43
Exp4,10,8,1,64
Exp4,11,1,1,26
Exp4,11,2,1,24
Exp4,11,3,1,26
Exp4,11,4,1,26
Exp4,11,5,1,15
Exp4,11,6,1,31
Exp4,11,7,1,1
Exp4,11,8,1,1
Exp4,12,1,1,26
Exp4,12,2,1,34
Exp4,12,3,1,6
Exp4,12,4,1,50
Exp4,12,5,1,11
Exp4,12,6,1,13
Exp4,12,7,1,12
Exp4,12,8,1,1
Exp4,13,1,1,23
Exp4,13,2,1,14
Exp4,13,3,1,24
Exp4,13,4,1,58
Exp4,13,5,1,10
Exp4,13,6,1,46
Exp4,13,7,1,39
Exp4,13,8,1,61
Exp4,14,1,1,38
Exp4,14,2,1,20
Exp4,14,3,1,45
Exp4,14,4,1,56
Exp4,14,5,1,26
Exp4,14,6,1,13
Exp4,14,7,1,59
Exp4,14,8,1,64
Exp4,15,1,1,3
Exp4,15,2,1,12
Exp4,15,3,1,29
Exp4,15,4,1,1
Exp4,15,5,1,17
Exp4,15,6,1,57
Exp4,15,7,1,53
Exp4,15,8,1,39
Exp4,16,1,1,64
Exp4,16,2,1,54
Exp4,16,3,1,54
Exp4,16,4,1,31
Exp4,16,5,1,49
Exp4,16,6,1,16
Exp4,16,7,1,49
Exp4,16,8,1,31
Exp4,17,1,1,1
Exp4,17,2,1,10
Exp4,17,3,1,6
Exp4,17,4,1,49
Exp4,17,5,1,11
Exp4,17,6,1,11
Exp4,17,7,1,64
Exp4,17,8,1,64
Exp4,18,1,1,1
Exp4,18,2,1,1
Exp4,18,3,1,1
Exp4,18,4,1,49
Exp4,18,5,1,1
Exp4,18,6,1,1
Exp4,18,7,1,49
Exp4,18,8,1,35
Exp4,19,1,1,39
Exp4,19,2,1,10
Exp4,19,3,1,7
Exp4,19,4,1,49
Exp4,19,5,1,25
Exp4,19,6,1,37
Exp4,19,7,1,64
Exp4,19,8,1,64
Exp4,20,1,1,1
Exp4,20,2,1,1
Exp4,20,3,1,6
Exp4,20,4,1,49
Exp4,20,5,1,57
Exp4,20,6,1,10
Exp4,20,7,1,11
Exp4,20,8,1,64
Exp4,21,1,1,64
Exp4,21,2,1,64
Exp4,21,3,1,32
Exp4,21,4,1,63
Exp4,21,5,1,64
Exp4,21,6,1,64
Exp4,21,7,1,64
Exp4,21,8,1,39
Exp4,22,1,1,64
Exp4,22,2,1,61
Exp4,22,3,1,64
Exp4,22,4,1,64
Exp4,22,5,1,63
Exp4,22,6,1,64
Exp4,22,7,1,64
Exp4,22,8,1,64
Exp4,23,1,1,39
Exp4,23,2,1,48
Exp4,23,3,1,40
Exp4,23,4,1,50
Exp4,23,5,1,27
Exp4,23,6,1,48
Exp4,23,7,1,59
Exp4,23,8,1,63
Exp4,24,1,1,26
Exp4,24,2,1,6
Exp4,24,3,1,6
Exp4,24,4,1,45
Exp4,24,5,1,31
Exp4,24,6,1,41
Exp4,24,7,1,59
Exp4,24,8,1,64
Exp4,25,1,1,53
Exp4,25,2,1,13
Exp4,25,3,1,2
Exp4,25,4,1,49
Exp4,25,5,1,41
Exp4,25,6,1,48
Exp4,25,7,1,19
Exp4,25,8,1,64
Exp4,26,1,1,46
Exp4,26,2,1,30
Exp4,26,3,1,32
Exp4,26,4,1,24
Exp4,26,5,1,39
Exp4,26,6,1,24
Exp4,26,7,1,55
Exp4,26,8,1,32
Exp4,27,1,1,12
Exp4,27,2,1,52
Exp4,27,3,1,30
Exp4,27,4,1,17
Exp4,27,5,1,12
Exp4,27,6,1,1
Exp4,27,7,1,1
Exp4,27,8,1,64
Exp4,28,1,1,1
Exp4,28,2,1,1
Exp4,28,3,1,4
Exp4,28,4,1,49
Exp4,28,5,1,1
Exp4,28,6,1,1
Exp4,28,7,1,49
Exp4,28,8,1,21
Exp4,29,1,1,1
Exp4,29,2,1,52
Exp4,29,3,1,6
Exp4,29,4,1,49
Exp4,29,5,1,4
Exp4,29,6,1,4
Exp4,29,7,1,33
Exp4,29,8,1,15
Exp4,30,1,1,64
Exp4,30,2,1,46
Exp4,30,3,1,36
Exp4,30,4,1,30
Exp4,30,5,1,53
Exp4,30,6,1,62
Exp4,30,7,1,64
Exp4,30,8,1,1
Exp4,31,1,1,1
Exp4,31,2,1,64
Exp4,31,3,1,64
Exp4,31,4,1,36
Exp4,31,5,1,16
Exp4,31,6,1,36
Exp4,31,7,1,64
Exp4,31,8,1,64
Exp4,32,1,1,1
Exp4,32,2,1,39
Exp4,32,3,1,1
Exp4,32,4,1,1
Exp4,32,5,1,44
Exp4,32,6,1,4
Exp4,32,7,1,39
Exp4,32,8,1,26
Exp4,33,1,1,58
Exp4,33,2,1,34
Exp4,33,3,1,54
Exp4,33,4,1,34
Exp4,33,5,1,1
Exp4,33,6,1,1
Exp4,33,7,1,64
Exp4,33,8,1,64
Exp4,34,1,1,30
Exp4,34,2,1,58
Exp4,34,3,1,15
Exp4,34,4,1,26
Exp4,34,5,1,49
Exp4,34,6,1,50
Exp4,34,7,1,39
Exp4,34,8,1,54
Exp4,35,1,1,61
Exp4,35,2,1,59
Exp4,35,3,1,60
Exp4,35,4,1,13
Exp4,35,5,1,17
Exp4,35,6,1,20
Exp4,35,7,1,59
Exp4,35,8,1,39
Exp4,36,1,1,1
Exp4,36,2,1,1
Exp4,36,3,1,1
Exp4,36,4,1,33
Exp4,36,5,1,1
Exp4,36,6,1,1
Exp4,36,7,1,17
Exp4,36,8,1,1
Exp4,37,1,1,14
Exp4,37,2,1,41
Exp4,37,3,1,62
Exp4,37,4,1,12
Exp4,37,5,1,26
Exp4,37,6,1,7
Exp4,37,7,1,20
Exp4,37,8,1,39
Exp4,38,1,1,13
Exp4,38,2,1,39
Exp4,38,3,1,64
Exp4,38,4,1,54
Exp4,38,5,1,59
Exp4,38,6,1,45
Exp4,38,7,1,59
Exp4,38,8,1,64
Exp4,39,1,1,26
Exp4,39,2,1,34
Exp4,39,3,1,49
Exp4,39,4,1,54
Exp4,39,5,1,59
Exp4,39,6,1,44
Exp4,39,7,1,59
Exp4,39,8,1,64
Exp4,40,1,1,63
Exp4,40,2,1,1
Exp4,40,3,1,33
Exp4,40,4,1,2
Exp4,40,5,1,1
Exp4,40,6,1,33
Exp4,40,7,1,49
Exp4,40,8,1,1
Exp4,41,1,1,1
Exp4,41,2,1,1
Exp4,41,3,1,1
Exp4,41,4,1,1
Exp4,41,5,1,1
Exp4,41,6,1,1
Exp4,41,7,1,1
Exp4,41,8,1,1
Exp4,42,1,1,1
Exp4,42,2,1,1
Exp4,42,3,1,1
Exp4,42,4,1,33
Exp4,42,5,1,1
Exp4,42,6,1,7
Exp4,42,7,1,1
Exp4,42,8,1,64
Exp4,43,1,1,53
Exp4,43,2,1,34
Exp4,43,3,1,7
Exp4,43,4,1,38
Exp4,43,5,1,34
Exp4,43,6,1,29
Exp4,43,7,1,15
Exp4,43,8,1,21
Exp4,44,1,1,1
Exp4,44,2,1,2
Exp4,44,3,1,6
Exp4,44,4,1,54
Exp4,44,5,1,31
Exp4,44,6,1,4
Exp4,44,7,1,11
Exp4,44,8,1,64
Exp4,45,1,1,64
Exp4,45,2,1,40
Exp4,45,3,1,62
Exp4,45,4,1,62
Exp4,45,5,1,16
Exp4,45,6,1,46
Exp4,45,7,1,64
Exp4,45,8,1,64
Exp4,46,1,1,30
Exp4,46,2,1,22
Exp4,46,3,1,24
Exp4,46,4,1,50
Exp4,46,5,1,1
Exp4,46,6,1,26
Exp4,46,7,1,63
Exp4,46,8,1,27
Exp4,47,1,1,5
Exp4,47,2,1,18
Exp4,47,3,1,5
Exp4,47,4,1,1
Exp4,47,5,1,9
Exp4,47,6,1,1
Exp4,47,7,1,25
Exp4,47,8,1,21
Exp4,48,1,1,59
Exp4,48,2,1,13
Exp4,48,3,1,1
Exp4,48,4,1,33
Exp4,48,5,1,62
Exp4,48,6,1,1
Exp4,48,7,1,41
Exp4,48,8,1,58
Exp4,49,1,1,12
Exp4,49,2,1,40
Exp4,49,3,1,16
Exp4,49,4,1,13
Exp4,49,5,1,27
Exp4,49,6,1,29
Exp4,49,7,1,64
Exp4,49,8,1,39
Exp4,50,1,1,35
Exp4,50,2,1,47
Exp4,50,3,1,4
Exp4,50,4,1,55
Exp4,50,5,1,57
Exp4,50,6,1,64
Exp4,50,7,1,61
Exp4,50,8,1,40
Exp4,51,1,1,39
Exp4,51,2,1,33
Exp4,51,3,1,6
Exp4,51,4,1,41
Exp4,51,5,1,63
Exp4,51,6,1,13
Exp4,51,7,1,49
Exp4,51,8,1,56
Exp4,52,1,1,15
Exp4,52,2,1,1
Exp4,52,3,1,53
Exp4,52,4,1,53
Exp4,52,5,1,12
Exp4,52,6,1,35
Exp4,52,7,1,59
Exp4,52,8,1,5
Exp4,53,1,1,3
Exp4,53,2,1,13
Exp4,53,3,1,13
Exp4,53,4,1,49
Exp4,53,5,1,49
Exp4,53,6,1,13
Exp4,53,7,1,13
Exp4,53,8,1,39
Exp4,54,1,1,22
Exp4,54,2,1,64
Exp4,54,3,1,15
Exp4,54,4,1,45
Exp4,54,5,1,32
Exp4,54,6,1,40
Exp4,54,7,1,57
Exp4,54,8,1,22
Exp4,55,1,1,62
Exp4,55,2,1,62
Exp4,55,3,1,52
Exp4,55,4,1,50
Exp4,55,5,1,12
Exp4,55,6,1,8
Exp4,55,7,1,57
Exp4,55,8,1,64
Exp5,1,1,1,33
Exp5,1,2,1,33
Exp5,1,3,1,34
Exp5,1,4,1,13
Exp5,1,5,1,10
Exp5,1,6,1,4
Exp5,1,7,1,6
Exp5,1,8,1,49
Exp5,1,9,1,12
Exp5,1,10,1,12
Exp5,2,1,1,1
Exp5,2,2,1,1
Exp5,2,3,1,1
Exp5,2,4,1,2
Exp5,2,5,1,2
Exp5,2,6,1,1
Exp5,2,7,1,54
Exp5,2,8,1,5
Exp5,2,9,1,49
Exp5,2,10,1,11
Exp5,3,1,1,1
Exp5,3,2,1,9
Exp5,3,3,1,2
Exp5,3,4,1,13
Exp5,3,5,1,36
Exp5,3,6,1,18
Exp5,3,7,1,8
Exp5,3,8,1,50
Exp5,3,9,1,12
Exp5,3,10,1,12
Exp5,4,1,1,1
Exp5,4,2,1,4
Exp5,4,3,1,34
Exp5,4,4,1,10
Exp5,4,5,1,34
Exp5,4,6,1,10
Exp5,4,7,1,7
Exp5,4,8,1,37
Exp5,4,9,1,11
Exp5,4,10,1,11
Exp5,5,1,1,33
Exp5,5,2,1,33
Exp5,5,3,1,34
Exp5,5,4,1,34
Exp5,5,5,1,13
Exp5,5,6,1,4
Exp5,5,7,1,4
Exp5,5,8,1,53
Exp5,5,9,1,4
Exp5,5,10,1,15
Exp5,6,1,1,10
Exp5,6,2,1,1
Exp5,6,3,1,1
Exp5,6,4,1,13
Exp5,6,5,1,4
Exp5,6,6,1,4
Exp5,6,7,1,37
Exp5,6,8,1,8
Exp5,6,9,1,35
Exp5,6,10,1,11
Exp5,7,1,1,1
Exp5,7,2,1,1
Exp5,7,3,1,2
Exp5,7,4,1,2
Exp5,7,5,1,2
Exp5,7,6,1,2
Exp5,7,7,1,6
Exp5,7,8,1,49
Exp5,7,9,1,11
Exp5,7,10,1,11
Exp5,8,1,1,1
Exp5,8,2,1,1
Exp5,8,3,1,10
Exp5,8,4,1,13
Exp5,8,5,1,26
Exp5,8,6,1,14
Exp5,8,7,1,14
Exp5,8,8,1,59
Exp5,8,9,1,39
Exp5,8,10,1,16
Exp5,9,1,1,1
Exp5,9,2,1,1
Exp5,9,3,1,2
Exp5,9,4,1,2
Exp5,9,5,1,10
Exp5,9,6,1,2
Exp5,9,7,1,5
Exp5,9,8,1,49
Exp5,9,9,1,11
Exp5,9,10,1,11
Exp5,10,1,1,1
Exp5,10,2,1,9
Exp5,10,3,1,34
Exp5,10,4,1,13
Exp5,10,5,1,13
Exp5,10,6,1,2
Exp5,10,7,1,13
Exp5,10,8,1,53
Exp5,10,9,1,12
Exp5,10,10,1,12
Exp5,11,1,1,39
Exp5,11,2,1,33
Exp5,11,3,1,27
Exp5,11,4,1,57
Exp5,11,5,1,23
Exp5,11,6,1,45
Exp5,11,7,1,47
Exp5,11,8,1,24
Exp5,11,9,1,22
Exp5,11,10,1,50
Exp5,12,1,1,33
Exp5,12,2,1,9
Exp5,12,3,1,33
Exp5,12,4,1,10
Exp5,12,5,1,10
Exp5,12,6,1,18
Exp5,12,7,1,6
Exp5,12,8,1,37
Exp5,12,9,1,25
Exp5,12,10,1,11
Exp5,13,1,1,1
Exp5,13,2,1,1
Exp5,13,3,1,2
Exp5,13,4,1,10
Exp5,13,5,1,13
Exp5,13,6,1,2
Exp5,13,7,1,14
Exp5,13,8,1,49
Exp5,13,9,1,26
Exp5,13,10,1,12
Exp5,14,1,1,33
Exp5,14,2,1,33
Exp5,14,3,1,2
Exp5,14,4,1,5
Exp5,14,5,1,38
Exp5,14,6,1,2
Exp5,14,7,1,37
Exp5,14,8,1,37
Exp5,14,9,1,25
Exp5,14,10,1,12
Exp5,15,1,1,9
Exp5,15,2,1,1
Exp5,15,3,1,2
Exp5,15,4,1,2
Exp5,15,5,1,2
Exp5,15,6,1,2
Exp5,15,7,1,2
Exp5,15,8,1,49
Exp5,15,9,1,11
Exp5,15,10,1,27
Exp5,16,1,1,1
Exp5,16,2,1,4
Exp5,16,3,1,2
Exp5,16,4,1,2
Exp5,16,5,1,10
Exp5,16,6,1,2
Exp5,16,7,1,2
Exp5,16,8,1,49
Exp5,16,9,1,11
Exp5,16,10,1,11
Exp5,17,1,1,1
Exp5,17,2,1,1
Exp5,17,3,1,2
Exp5,17,4,1,2
Exp5,17,5,1,2
Exp5,17,6,1,2
Exp5,17,7,1,14
Exp5,17,8,1,33
Exp5,17,9,1,11
Exp5,17,10,1,11
Exp5,18,1,1,33
Exp5,18,2,1,41
Exp5,18,3,1,34
Exp5,18,4,1,10
Exp5,18,5,1,10
Exp5,18,6,1,4
Exp5,18,7,1,10
Exp5,18,8,1,54
Exp5,18,9,1,25
Exp5,18,10,1,11
Exp5,19,1,1,41
Exp5,19,2,1,9
Exp5,19,3,1,2
Exp5,19,4,1,34
Exp5,19,5,1,13
Exp5,19,6,1,34
Exp5,19,7,1,8
Exp5,19,8,1,5
Exp5,19,9,1,11
Exp5,19,10,1,12
Exp5,20,1,1,1
Exp5,20,2,1,1
Exp5,20,3,1,2
Exp5,20,4,1,10
Exp5,20,5,1,10
Exp5,20,6,1,2
Exp5,20,7,1,10
Exp5,20,8,1,49
Exp5,20,9,1,49
Exp5,20,10,1,35
Exp5,21,1,1,1
Exp5,21,2,1,1
Exp5,21,3,1,2
Exp5,21,4,1,10
Exp5,21,5,1,12
Exp5,21,6,1,2
Exp5,21,7,1,14
Exp5,21,8,1,50
Exp5,21,9,1,28
Exp5,21,10,1,11
Exp5,22,1,1,1
Exp5,22,2,1,1
Exp5,22,3,1,2
Exp5,22,4,1,9
Exp5,22,5,1,10
Exp5,22,6,1,4
Exp5,22,7,1,10
Exp5,22,8,1,37
Exp5,22,9,1,11
Exp5,22,10,1,11
Exp5,23,1,1,33
Exp5,23,2,1,33
Exp5,23,3,1,13
Exp5,23,4,1,13
Exp5,23,5,1,26
Exp5,23,6,1,29
Exp5,23,7,1,12
Exp5,23,8,1,36
Exp5,23,9,1,53
Exp5,23,10,1,12
Exp5,24,1,1,1
Exp5,24,2,1,1
Exp5,24,3,1,2
Exp5,24,4,1,2
Exp5,24,5,1,14
Exp5,24,6,1,2
Exp5,24,7,1,6
Exp5,24,8,1,49
Exp5,24,9,1,11
Exp5,24,10,1,11
